transcript_id	cdna_len
ENST00000641957	626
ENST00000641188	675
ENST00000641192	594
ENST00000423464	877
ENST00000435986	653
ENST00000456841	595
ENST00000404795	3137
ENST00000418121	2840
ENST00000641778	930
ENST00000396153	6817
ENST00000371778	1643
ENST00000494400	2127
ENST00000424664	503
ENST00000472808	759
ENST00000384465	108
ENST00000487898	681
ENST00000453979	811
ENST00000381143	370
ENST00000262662	2904
ENST00000396148	2086
ENST00000371761	1220
ENST00000578133	69
ENST00000622700	86
ENST00000371759	915
ENST00000467127	747
ENST00000474016	413
ENST00000363392	110
ENST00000612209	899
ENST00000440986	684
ENST00000366181	2366
ENST00000242719	3084
ENST00000494873	953
ENST00000480705	870
ENST00000422306	435
ENST00000486691	594
ENST00000413473	2718
ENST00000447632	2790
ENST00000530004	1780
ENST00000262675	2173
ENST00000371750	2021
ENST00000534098	930
ENST00000525906	429
ENST00000431927	678
ENST00000371747	1876
ENST00000262676	6287
ENST00000524442	413
ENST00000411642	931
ENST00000439482	978
ENST00000422925	850
ENST00000380849	769
ENST00000401051	547
ENST00000532836	519
ENST00000527205	577
ENST00000564479	812
ENST00000568425	554
ENST00000371730	4736
ENST00000371733	5225
ENST00000422197	955
ENST00000383868	107
ENST00000486505	631
ENST00000478657	445
ENST00000493793	987
ENST00000371727	1773
ENST00000464478	698
ENST00000471391	731
ENST00000465467	374
ENST00000424246	678
ENST00000415031	255
ENST00000426017	362
ENST00000516223	105
ENST00000431943	946
ENST00000641477	1943
ENST00000641201	2363
ENST00000641070	710
ENST00000371714	3352
ENST00000447887	2940
ENST00000435274	2670
ENST00000495776	2831
ENST00000428468	2893
ENST00000453295	2842
ENST00000489990	1012
ENST00000426454	1000
ENST00000424829	879
ENST00000484890	640
ENST00000391322	122
ENST00000532975	581
ENST00000534040	575
ENST00000527631	563
ENST00000531828	2210
ENST00000361556	2721
ENST00000473207	578
ENST00000533884	595
ENST00000481937	630
ENST00000526917	663
ENST00000462759	2755
ENST00000486942	2529
ENST00000467064	620
ENST00000524620	233
ENST00000528603	779
ENST00000475697	3375
ENST00000531061	530
ENST00000531819	4520
ENST00000533825	565
ENST00000625138	863
ENST00000352171	3691
ENST00000354831	3895
ENST00000440943	1660
ENST00000539524	3417
ENST00000544028	3819
ENST00000485608	3149
ENST00000464385	472
ENST00000629102	232
ENST00000588291	562
ENST00000586761	1290
ENST00000475310	1025
ENST00000497358	700
ENST00000591675	933
ENST00000607338	280
ENST00000483007	810
ENST00000473805	1013
ENST00000475715	583
ENST00000390787	59
ENST00000491410	1020
ENST00000442453	358
ENST00000468722	754
ENST00000371655	12844
ENST00000422551	342
ENST00000578661	300
ENST00000371626	2396
ENST00000469458	446
ENST00000472624	800
ENST00000471493	653
ENST00000371614	1714
ENST00000425802	762
ENST00000610127	806
ENST00000428794	391
ENST00000313334	4703
ENST00000477828	892
ENST00000489308	794
ENST00000526132	567
ENST00000472944	2159
ENST00000524414	608
ENST00000484036	941
ENST00000533836	568
ENST00000287727	5194
ENST00000357206	4567
ENST00000361625	2625
ENST00000460504	316
ENST00000414059	340
ENST00000412785	841
ENST00000429744	706
ENST00000454802	394
ENST00000371591	4874
ENST00000428811	344
ENST00000395991	556
ENST00000469134	859
ENST00000470844	728
ENST00000371586	5642
ENST00000284376	3377
ENST00000491136	4335
ENST00000438021	2521
ENST00000460261	2640
ENST00000606527	391
ENST00000450942	2018
ENST00000460370	577
ENST00000492426	170
ENST00000485966	532
ENST00000494789	166
ENST00000497678	568
ENST00000371568	3157
ENST00000371566	3080
ENST00000257181	5274
ENST00000487160	926
ENST00000474048	1059
ENST00000528457	553
ENST00000527941	691
ENST00000257177	5743
ENST00000371544	5858
ENST00000466440	5763
ENST00000494469	827
ENST00000471623	506
ENST00000531722	1016
ENST00000474453	1010
ENST00000470212	775
ENST00000469810	3757
ENST00000528642	3854
ENST00000497120	943
ENST00000484723	2910
ENST00000481528	471
ENST00000371541	4319
ENST00000481133	521
ENST00000473856	2047
ENST00000355809	2152
ENST00000470626	883
ENST00000524582	539
ENST00000607321	456
ENST00000422983	703
ENST00000361314	1228
ENST00000459779	873
ENST00000517870	748
ENST00000440303	1468
ENST00000401050	1992
ENST00000424164	513
ENST00000371538	4005
ENST00000486918	908
ENST00000450668	321
ENST00000498506	297
ENST00000545132	2294
ENST00000294353	8093
ENST00000516209	141
ENST00000437890	455
ENST00000383900	105
ENST00000612017	3682
ENST00000371532	3942
ENST00000371528	4469
ENST00000446786	380
ENST00000536120	1446
ENST00000371522	1509
ENST00000460612	2645
ENST00000539680	5817
ENST00000371520	1606
ENST00000463923	663
ENST00000479183	2356
ENST00000543419	555
ENST00000358358	1126
ENST00000498544	985
ENST00000476477	1676
ENST00000479593	766
ENST00000467988	702
ENST00000487866	940
ENST00000486170	474
ENST00000487851	471
ENST00000488268	631
ENST00000544365	1335
ENST00000495920	456
ENST00000492992	370
ENST00000480312	804
ENST00000544531	548
ENST00000493896	714
ENST00000487040	557
ENST00000542552	981
ENST00000474789	545
ENST00000420575	175
ENST00000436385	175
ENST00000371514	2811
ENST00000478631	5204
ENST00000371509	1889
ENST00000407246	2239
ENST00000528311	1896
ENST00000371513	2003
ENST00000528809	570
ENST00000640998	1101
ENST00000580581	99
ENST00000578844	88
ENST00000577677	100
ENST00000529363	720
ENST00000427081	395
ENST00000473584	582
ENST00000414168	502
ENST00000427668	1301
ENST00000430330	938
ENST00000408941	1298
ENST00000478274	969
ENST00000484100	671
ENST00000533119	742
ENST00000435345	894
ENST00000488965	3926
ENST00000395871	2744
ENST00000371500	3287
ENST00000618387	3065
ENST00000312553	3010
ENST00000447867	467
ENST00000471210	1542
ENST00000438361	280
ENST00000471285	710
ENST00000490650	652
ENST00000620347	2873
ENST00000611397	2499
ENST00000371494	2637
ENST00000620288	3378
ENST00000488036	2330
ENST00000371491	1306
ENST00000439621	1871
ENST00000617613	718
ENST00000371486	3094
ENST00000636867	2643
ENST00000636239	2579
ENST00000636891	2746
ENST00000637252	2739
ENST00000636935	803
ENST00000635862	2319
ENST00000635888	2889
ENST00000468572	772
ENST00000638135	2405
ENST00000636673	4539
ENST00000637726	4071
ENST00000629810	835
ENST00000452466	524
ENST00000294360	1085
ENST00000483739	1912
ENST00000470385	1009
ENST00000478839	1908
ENST00000489755	720
ENST00000474227	841
ENST00000602807	490
ENST00000569869	3591
ENST00000371470	756
ENST00000371466	500
ENST00000495868	695
ENST00000462941	738
ENST00000458151	1181
ENST00000306052	7648
ENST00000529670	660
ENST00000371454	3322
ENST00000354412	2553
ENST00000465675	2670
ENST00000480045	3231
ENST00000347547	2382
ENST00000459674	3300
ENST00000460214	775
ENST00000481431	627
ENST00000475501	721
ENST00000432653	470
ENST00000421637	675
ENST00000496580	507
ENST00000450469	237
ENST00000446686	752
ENST00000445039	567
ENST00000429099	383
ENST00000449958	850
ENST00000563752	460
ENST00000566461	369
ENST00000566100	2531
ENST00000569142	925
ENST00000443844	931
ENST00000562700	481
ENST00000371445	1910
ENST00000463126	801
ENST00000312233	2812
ENST00000628545	2807
ENST00000459222	64
ENST00000371429	5134
ENST00000364133	136
ENST00000480952	785
ENST00000433953	286
ENST00000464950	1602
ENST00000072644	1858
ENST00000371399	1503
ENST00000469457	1009
ENST00000480151	940
ENST00000465897	808
ENST00000472983	792
ENST00000534069	710
ENST00000529589	688
ENST00000361921	1861
ENST00000613679	1856
ENST00000617230	1656
ENST00000322679	1658
ENST00000610607	796
ENST00000528946	614
ENST00000527060	799
ENST00000525044	573
ENST00000530084	771
ENST00000526329	545
ENST00000388876	606
ENST00000524406	626
ENST00000525202	558
ENST00000529329	523
ENST00000532493	406
ENST00000371378	894
ENST00000194214	915
ENST00000489675	879
ENST00000371377	760
ENST00000371376	765
ENST00000488884	463
ENST00000371370	2037
ENST00000371368	838
ENST00000319223	1727
ENST00000444987	1044
ENST00000477905	611
ENST00000437410	1063
ENST00000420619	2194
ENST00000545928	2246
ENST00000371362	654
ENST00000371360	785
ENST00000234831	6691
ENST00000371348	1911
ENST00000371344	2473
ENST00000371341	1116
ENST00000470395	480
ENST00000624679	1755
ENST00000420738	728
ENST00000440019	618
ENST00000452421	1074
ENST00000371337	600
ENST00000498272	2538
ENST00000234827	10436
ENST00000585250	76
ENST00000371331	936
ENST00000444055	238
ENST00000623000	255
ENST00000391366	1783
ENST00000637610	2542
ENST00000530059	1623
ENST00000623663	4969
ENST00000371330	2723
ENST00000525949	547
ENST00000311841	2382
ENST00000287899	5777
ENST00000420054	3415
ENST00000421415	3339
ENST00000490863	5643
ENST00000528287	2642
ENST00000534324	1148
ENST00000493530	602
ENST00000487096	747
ENST00000462299	455
ENST00000497820	679
ENST00000336230	1179
ENST00000360840	1483
ENST00000605337	1582
ENST00000490670	669
ENST00000398219	868
ENST00000326956	2913
ENST00000610401	3168
ENST00000528930	862
ENST00000371320	2077
ENST00000417664	1666
ENST00000371319	1578
ENST00000533946	431
ENST00000357475	1533
ENST00000426150	851
ENST00000361350	2624
ENST00000444533	560
ENST00000420121	593
ENST00000530618	524
ENST00000533209	552
ENST00000525990	701
ENST00000528787	577
ENST00000426901	1111
ENST00000448572	454
ENST00000447150	289
ENST00000433377	683
ENST00000444140	108
ENST00000427917	963
ENST00000481208	2875
ENST00000498228	2450
ENST00000343744	3082
ENST00000371316	6369
ENST00000479837	515
ENST00000302250	2005
ENST00000371304	1444
ENST00000416119	623
ENST00000339553	3459
ENST00000606515	5162
ENST00000425300	6090
ENST00000478097	640
ENST00000421030	4329
ENST00000414150	5867
ENST00000440047	4148
ENST00000472987	1805
ENST00000409996	2977
ENST00000395690	3413
ENST00000413188	4542
ENST00000422659	4174
ENST00000438846	3362
ENST00000440217	2658
ENST00000493533	729
ENST00000371287	4216
ENST00000460155	3561
ENST00000371281	2395
ENST00000486621	549
ENST00000371284	2124
ENST00000486091	1873
ENST00000371279	2347
ENST00000371276	3345
ENST00000488771	2350
ENST00000371274	2149
ENST00000448308	686
ENST00000474654	628
ENST00000450503	343
ENST00000358193	1777
ENST00000371273	1651
ENST00000371269	4250
ENST00000535035	4153
ENST00000436604	863
ENST00000415336	575
ENST00000443284	440
ENST00000436033	414
ENST00000455380	515
ENST00000433690	403
ENST00000641973	1595
ENST00000641226	1060
ENST00000641734	1192
ENST00000641453	1114
ENST00000371268	1097
ENST00000436960	428
ENST00000371265	3472
ENST00000302118	3637
ENST00000490692	3891
ENST00000294383	10549
ENST00000484447	614
ENST00000480962	406
ENST00000472566	731
ENST00000512504	568
ENST00000482197	600
ENST00000634589	370
ENST00000451250	638
ENST00000449769	994
ENST00000581938	83
ENST00000440922	1309
ENST00000421994	607
ENST00000362961	327
ENST00000516353	107
ENST00000606692	102
ENST00000422374	4063
ENST00000634769	583
ENST00000424357	645
ENST00000635532	597
ENST00000458145	631
ENST00000426300	430
ENST00000455010	453
ENST00000435828	731
ENST00000641611	1210
ENST00000641333	1860
ENST00000641349	892
ENST00000641348	1343
ENST00000641565	411
ENST00000641302	932
ENST00000641355	633
ENST00000641914	512
ENST00000642031	997
ENST00000641766	290
ENST00000641494	879
ENST00000441455	890
ENST00000641445	784
ENST00000641155	993
ENST00000641177	1386
ENST00000641838	1141
ENST00000641109	1675
ENST00000569425	1351
ENST00000641442	1272
ENST00000641942	1086
ENST00000642068	1254
ENST00000642120	1151
ENST00000642129	1675
ENST00000641502	1048
ENST00000641594	1213
ENST00000641346	1206
ENST00000641415	1267
ENST00000641035	982
ENST00000641876	454
ENST00000641752	279
ENST00000451914	545
ENST00000635434	268
ENST00000371250	3292
ENST00000472957	696
ENST00000459962	2039
ENST00000461655	646
ENST00000446654	460
ENST00000476206	597
ENST00000421838	433
ENST00000442812	141
ENST00000371244	9347
ENST00000610361	9280
ENST00000343433	3135
ENST00000493000	1904
ENST00000497991	761
ENST00000484327	2151
ENST00000371240	597
ENST00000425435	1824
ENST00000361249	2356
ENST00000371237	2037
ENST00000535057	2289
ENST00000543257	2382
ENST00000465658	332
ENST00000468990	543
ENST00000494324	620
ENST00000417420	610
ENST00000371236	5298
ENST00000414851	5168
ENST00000485760	2668
ENST00000420954	1817
ENST00000371231	1802
ENST00000371232	752
ENST00000332102	647
ENST00000371230	1150
ENST00000489267	637
ENST00000473821	722
ENST00000422038	708
ENST00000434808	360
ENST00000477280	472
ENST00000585589	743
ENST00000416598	1262
ENST00000592753	711
ENST00000585576	696
ENST00000608806	698
ENST00000610197	659
ENST00000432897	656
ENST00000420811	703
ENST00000434141	893
ENST00000610175	662
ENST00000608833	658
ENST00000591882	809
ENST00000457412	744
ENST00000591173	774
ENST00000592838	738
ENST00000590080	633
ENST00000587466	812
ENST00000588058	755
ENST00000588227	1094
ENST00000591523	1100
ENST00000592898	821
ENST00000627488	659
ENST00000628850	526
ENST00000628558	666
ENST00000586465	748
ENST00000608580	759
ENST00000609323	660
ENST00000631770	1447
ENST00000394002	1117
ENST00000488067	348
ENST00000419596	620
ENST00000441183	141
ENST00000394974	322
ENST00000467509	389
ENST00000460671	383
ENST00000421528	2105
ENST00000371226	1935
ENST00000476933	409
ENST00000456980	1036
ENST00000467063	458
ENST00000419242	852
ENST00000426139	836
ENST00000453710	744
ENST00000482274	352
ENST00000604022	421
ENST00000582127	302
ENST00000371225	2351
ENST00000427762	690
ENST00000472487	7785
ENST00000493821	7793
ENST00000622766	6020
ENST00000401044	3176
ENST00000481973	397
ENST00000466774	560
ENST00000483003	378
ENST00000489282	698
ENST00000637377	2219
ENST00000636386	2708
ENST00000371222	3540
ENST00000419531	996
ENST00000607372	535
ENST00000424592	395
ENST00000423408	1211
ENST00000634986	1087
ENST00000635492	1293
ENST00000634763	1266
ENST00000427292	219
ENST00000634502	2575
ENST00000412562	819
ENST00000634569	1030
ENST00000447329	530
ENST00000438195	306
ENST00000424308	152
ENST00000422198	171
ENST00000451090	317
ENST00000635515	1519
ENST00000635072	1114
ENST00000449812	623
ENST00000635571	1687
ENST00000425914	1111
ENST00000585367	401
ENST00000592607	605
ENST00000623433	778
ENST00000624265	582
ENST00000624582	845
ENST00000625069	1090
ENST00000625548	874
ENST00000631169	759
ENST00000631064	496
ENST00000587839	1010
ENST00000436225	772
ENST00000604999	338
ENST00000582567	563
ENST00000413489	681
ENST00000634606	4072
ENST00000474476	905
ENST00000462744	693
ENST00000371218	2052
ENST00000495718	1947
ENST00000583635	471
ENST00000303721	1976
ENST00000430447	2485
ENST00000634364	5360
ENST00000635297	1738
ENST00000634399	2455
ENST00000424725	4653
ENST00000635156	2172
ENST00000371212	1640
ENST00000475949	580
ENST00000485720	603
ENST00000371210	1041
ENST00000493891	669
ENST00000466791	756
ENST00000476939	623
ENST00000472783	333
ENST00000471169	492
ENST00000578274	70
ENST00000443012	767
ENST00000480847	676
ENST00000455990	519
ENST00000371208	5857
ENST00000465876	2228
ENST00000474695	184
ENST00000466803	1063
ENST00000491135	422
ENST00000371204	1896
ENST00000492633	2549
ENST00000466095	1667
ENST00000469406	2006
ENST00000468257	759
ENST00000583379	298
ENST00000486478	3012
ENST00000371201	2028
ENST00000450089	1307
ENST00000488027	858
ENST00000491817	497
ENST00000412993	562
ENST00000456878	683
ENST00000634836	3229
ENST00000635048	5678
ENST00000635616	2143
ENST00000439156	1798
ENST00000634281	2864
ENST00000423403	2344
ENST00000635290	2012
ENST00000634701	2183
ENST00000371191	1916
ENST00000438559	1275
ENST00000418662	649
ENST00000421455	768
ENST00000476646	730
ENST00000407417	2123
ENST00000479364	1010
ENST00000371189	1989
ENST00000403491	9487
ENST00000371187	2683
ENST00000485903	1674
ENST00000371185	1714
ENST00000371184	1348
ENST00000496712	603
ENST00000603233	470
ENST00000442027	384
ENST00000617929	245
ENST00000596354	301
ENST00000626805	373
ENST00000596404	480
ENST00000630199	220
ENST00000630993	432
ENST00000482020	552
ENST00000357977	3200
ENST00000493627	696
ENST00000416440	715
ENST00000606498	969
ENST00000294613	1250
ENST00000472357	744
ENST00000371180	1248
ENST00000488206	921
ENST00000472989	531
ENST00000488410	476
ENST00000468586	637
ENST00000371178	1056
ENST00000494926	544
ENST00000496465	577
ENST00000371177	3218
ENST00000605725	427
ENST00000316485	3657
ENST00000371158	8505
ENST00000459752	5349
ENST00000484562	5448
ENST00000635214	4863
ENST00000613764	4172
ENST00000635023	5242
ENST00000484937	4990
ENST00000363705	104
ENST00000391058	104
ENST00000488913	532
ENST00000493967	574
ENST00000494842	701
ENST00000490547	387
ENST00000635137	2298
ENST00000307297	1585
ENST00000444290	270
ENST00000466769	294
ENST00000584654	74
ENST00000636415	68
ENST00000465798	569
ENST00000472512	946
ENST00000411569	458
ENST00000439294	405
ENST00000498273	3849
ENST00000450606	307
ENST00000363304	110
ENST00000371153	4665
ENST00000317477	2080
ENST00000354381	2103
ENST00000371150	3023
ENST00000364283	108
ENST00000452143	893
ENST00000442679	502
ENST00000371146	3507
ENST00000339950	3996
ENST00000634495	3678
ENST00000251157	7084
ENST00000454575	6985
ENST00000635348	2221
ENST00000635983	6506
ENST00000340370	6731
ENST00000637255	4071
ENST00000634264	6303
ENST00000635123	6297
ENST00000635253	6423
ENST00000637306	100
ENST00000489185	1855
ENST00000467758	855
ENST00000637487	123
ENST00000635088	382
ENST00000637839	126
ENST00000638042	100
ENST00000636370	117
ENST00000636746	100
ENST00000637735	100
ENST00000637208	8283
ENST00000479983	1566
ENST00000637144	100
ENST00000635286	580
ENST00000604867	238
ENST00000634929	765
ENST00000634652	745
ENST00000635027	275
ENST00000637431	100
ENST00000634223	681
ENST00000404627	2678
ENST00000614472	1982
ENST00000371129	2805
ENST00000637227	100
ENST00000482591	373
ENST00000493994	751
ENST00000624477	1819
ENST00000464312	519
ENST00000635827	3335
ENST00000634912	1315
ENST00000636167	100
ENST00000258651	546
ENST00000636635	122
ENST00000453229	1228
ENST00000317868	2938
ENST00000371120	2890
ENST00000443289	603
ENST00000371118	665
ENST00000414558	464
ENST00000450811	447
ENST00000435230	303
ENST00000641890	573
ENST00000420285	355
ENST00000420659	445
ENST00000425352	490
ENST00000641712	1005
ENST00000418091	359
ENST00000427547	157
ENST00000455038	823
ENST00000432537	434
ENST00000635458	1554
ENST00000447183	785
ENST00000634725	1736
ENST00000635555	1016
ENST00000634576	1279
ENST00000635218	1217
ENST00000455304	1098
ENST00000418086	403
ENST00000449140	859
ENST00000436475	1059
ENST00000429660	595
ENST00000418244	941
ENST00000426393	470
ENST00000427268	491
ENST00000431294	496
ENST00000449386	547
ENST00000371116	2086
ENST00000615405	60
ENST00000516975	110
ENST00000455736	1357
ENST00000371108	3371
ENST00000487136	729
ENST00000263440	1895
ENST00000603108	1811
ENST00000465969	915
ENST00000462390	629
ENST00000494765	1200
ENST00000492655	589
ENST00000271002	948
ENST00000371092	1044
ENST00000489099	1285
ENST00000461681	1096
ENST00000463803	948
ENST00000478538	524
ENST00000476508	945
ENST00000460394	873
ENST00000462285	657
ENST00000489863	619
ENST00000465781	1025
ENST00000460251	1012
ENST00000478138	504
ENST00000480886	625
ENST00000371088	2313
ENST00000585186	286
ENST00000493605	346
ENST00000496956	388
ENST00000515911	60
ENST00000371086	3555
ENST00000460678	1097
ENST00000340052	136
ENST00000610606	84
ENST00000616613	58
ENST00000612883	73
ENST00000615474	90
ENST00000612089	120
ENST00000461039	3795
ENST00000371084	2472
ENST00000540265	2345
ENST00000473117	373
ENST00000371083	2657
ENST00000483707	612
ENST00000489463	305
ENST00000371080	2305
ENST00000371079	5832
ENST00000482426	900
ENST00000418154	584
ENST00000440942	490
ENST00000545203	5362
ENST00000384461	107
ENST00000363638	102
ENST00000412349	1574
ENST00000424995	2189
ENST00000611228	1550
ENST00000371077	1193
ENST00000371076	1136
ENST00000608020	775
ENST00000464349	504
ENST00000608956	444
ENST00000458856	62
ENST00000290039	5275
ENST00000495994	5547
ENST00000470527	5260
ENST00000582305	77
ENST00000486580	564
ENST00000294428	4398
ENST00000371072	4362
ENST00000418058	2531
ENST00000342505	5047
ENST00000481702	314
ENST00000465376	814
ENST00000471473	645
ENST00000494904	691
ENST00000467764	528
ENST00000442855	241
ENST00000446914	387
ENST00000447748	2804
ENST00000635398	1517
ENST00000635626	2465
ENST00000634775	888
ENST00000634604	1050
ENST00000444349	381
ENST00000415842	1157
ENST00000331747	1480
ENST00000436350	710
ENST00000634799	487
ENST00000607528	618
ENST00000390955	107
ENST00000580455	88
ENST00000362265	75
ENST00000448344	310
ENST00000416486	427
ENST00000453850	223
ENST00000545314	6887
ENST00000497030	834
ENST00000470888	1043
ENST00000546702	1335
ENST00000395334	6998
ENST00000327299	6836
ENST00000474968	928
ENST00000439662	171
ENST00000479060	867
ENST00000463018	546
ENST00000494710	1621
ENST00000263441	5916
ENST00000395325	5743
ENST00000483402	409
ENST00000435739	512
ENST00000428703	226
ENST00000371069	5365
ENST00000472787	519
ENST00000498720	622
ENST00000410692	191
ENST00000371065	4622
ENST00000475108	492
ENST00000349533	8227
ENST00000371059	3079
ENST00000371060	5135
ENST00000497874	377
ENST00000488747	345
ENST00000484243	549
ENST00000613538	4625
ENST00000429871	423
ENST00000344610	2935
ENST00000616738	5081
ENST00000462765	2117
ENST00000371058	2805
ENST00000426714	1797
ENST00000471762	669
ENST00000459767	295
ENST00000329654	3998
ENST00000341517	3175
ENST00000423207	4546
ENST00000531358	556
ENST00000532040	570
ENST00000526666	558
ENST00000424138	456
ENST00000411220	86
ENST00000412480	579
ENST00000371048	1136
ENST00000490695	728
ENST00000491340	226
ENST00000528771	546
ENST00000371045	3982
ENST00000531025	561
ENST00000526197	550
ENST00000480109	2037
ENST00000534463	866
ENST00000524999	615
ENST00000483863	572
ENST00000237247	3997
ENST00000371039	4080
ENST00000493564	525
ENST00000424320	951
ENST00000468286	846
ENST00000497055	402
ENST00000371037	7768
ENST00000484988	440
ENST00000483060	741
ENST00000584034	78
ENST00000502413	1156
ENST00000480548	801
ENST00000487507	546
ENST00000435165	3646
ENST00000320161	680
ENST00000468570	324
ENST00000525663	758
ENST00000282670	2001
ENST00000528352	1010
ENST00000491611	492
ENST00000448074	360
ENST00000489510	819
ENST00000304526	715
ENST00000371026	3848
ENST00000491297	4206
ENST00000464352	1906
ENST00000456389	861
ENST00000371023	1697
ENST00000531552	550
ENST00000469450	684
ENST00000493572	285
ENST00000531980	574
ENST00000371022	1520
ENST00000532629	569
ENST00000488333	613
ENST00000474506	194
ENST00000355977	3595
ENST00000371018	3875
ENST00000357692	4978
ENST00000401041	2552
ENST00000371014	1728
ENST00000371016	1802
ENST00000371012	2420
ENST00000355356	4818
ENST00000401042	1648
ENST00000479067	745
ENST00000493357	473
ENST00000235345	6162
ENST00000371007	2153
ENST00000371006	2053
ENST00000475209	2079
ENST00000371004	4304
ENST00000621590	4179
ENST00000544837	1580
ENST00000448166	973
ENST00000603691	736
ENST00000516624	135
ENST00000621423	2352
ENST00000637002	2208
ENST00000347310	2912
ENST00000517265	104
ENST00000425614	1295
ENST00000473881	1507
ENST00000395227	1459
ENST00000516307	126
ENST00000432257	728
ENST00000541374	3849
ENST00000544434	3782
ENST00000262345	4040
ENST00000371000	2454
ENST00000441640	687
ENST00000465396	604
ENST00000370994	6676
ENST00000370995	3482
ENST00000361219	2103
ENST00000370990	1621
ENST00000493607	615
ENST00000462814	624
ENST00000411331	105
ENST00000484880	628
ENST00000490406	624
ENST00000635350	745
ENST00000230113	487
ENST00000634424	423
ENST00000384773	107
ENST00000414338	374
ENST00000473024	299
ENST00000426952	859
ENST00000370986	1496
ENST00000617962	1142
ENST00000370985	803
ENST00000460575	874
ENST00000484245	688
ENST00000370982	4404
ENST00000459562	61
ENST00000494936	463
ENST00000420587	2232
ENST00000413628	2058
ENST00000414904	796
ENST00000435784	904
ENST00000370981	1973
ENST00000439327	386
ENST00000354777	2037
ENST00000262348	2748
ENST00000370976	2332
ENST00000498615	745
ENST00000434072	458
ENST00000491811	1041
ENST00000497187	747
ENST00000534713	600
ENST00000530486	1056
ENST00000533537	524
ENST00000370973	572
ENST00000471243	555
ENST00000491076	779
ENST00000527864	570
ENST00000422584	1330
ENST00000408276	93
ENST00000370971	700
ENST00000444127	582
ENST00000430845	235
ENST00000434209	337
ENST00000421309	217
ENST00000262340	2610
ENST00000370966	4586
ENST00000456315	5331
ENST00000488146	2658
ENST00000489862	1613
ENST00000425820	960
ENST00000525124	582
ENST00000428732	1247
ENST00000443918	295
ENST00000425517	627
ENST00000439878	434
ENST00000448001	458
ENST00000310961	6507
ENST00000370958	2375
ENST00000603525	1447
ENST00000035383	5000
ENST00000415775	3996
ENST00000494227	304
ENST00000412108	996
ENST00000439639	301
ENST00000414132	523
ENST00000425754	694
ENST00000588515	775
ENST00000609498	712
ENST00000608815	786
ENST00000608744	792
ENST00000609072	888
ENST00000608470	476
ENST00000607936	2556
ENST00000565615	2983
ENST00000370952	2884
ENST00000441830	390
ENST00000491451	297
ENST00000370951	2385
ENST00000463877	617
ENST00000370950	3784
ENST00000422107	457
ENST00000475204	760
ENST00000395136	1408
ENST00000473950	796
ENST00000469170	668
ENST00000486667	662
ENST00000481648	389
ENST00000463116	735
ENST00000484162	4008
ENST00000370949	3034
ENST00000463859	1035
ENST00000460795	528
ENST00000461935	3501
ENST00000489188	784
ENST00000370944	4069
ENST00000262346	3327
ENST00000464236	809
ENST00000490846	794
ENST00000498735	530
ENST00000361764	692
ENST00000359875	898
ENST00000486110	473
ENST00000463058	832
ENST00000370940	775
ENST00000531950	541
ENST00000525653	689
ENST00000413943	575
ENST00000411986	2044
ENST00000370938	1805
ENST00000464926	772
ENST00000346806	1196
ENST00000612213	283
ENST00000482383	598
ENST00000607679	466
ENST00000456361	967
ENST00000446037	609
ENST00000419450	2086
ENST00000423187	432
ENST00000370932	1841
ENST00000370931	1914
ENST00000628037	1815
ENST00000361210	1922
ENST00000479353	1895
ENST00000497146	1971
ENST00000460330	1447
ENST00000426775	749
ENST00000356595	1943
ENST00000306666	2333
ENST00000351052	1404
ENST00000354608	1470
ENST00000602605	649
ENST00000370924	6982
ENST00000450461	553
ENST00000426999	607
ENST00000370920	3078
ENST00000477096	3677
ENST00000254821	2821
ENST00000487510	579
ENST00000479947	470
ENST00000473260	482
ENST00000611683	1257
ENST00000384988	86
ENST00000455406	783
ENST00000583678	551
ENST00000634641	359
ENST00000599146	745
ENST00000627548	886
ENST00000626344	400
ENST00000627516	618
ENST00000627902	675
ENST00000630926	695
ENST00000630994	749
ENST00000596952	624
ENST00000625896	476
ENST00000413421	826
ENST00000626510	488
ENST00000628450	995
ENST00000628635	911
ENST00000628683	466
ENST00000628797	750
ENST00000594152	600
ENST00000630885	558
ENST00000628670	601
ENST00000630350	797
ENST00000415780	249
ENST00000600103	702
ENST00000411721	518
ENST00000422522	250
ENST00000357731	12811
ENST00000608579	669
ENST00000430605	213
ENST00000306821	5577
ENST00000474357	192
ENST00000586006	888
ENST00000587306	661
ENST00000587066	613
ENST00000585415	789
ENST00000585499	821
ENST00000623721	1133
ENST00000590186	686
ENST00000625045	1014
ENST00000591654	719
ENST00000624050	629
ENST00000608360	722
ENST00000446438	170
ENST00000478526	428
ENST00000467479	726
ENST00000605519	182
ENST00000453121	534
ENST00000445131	608
ENST00000422587	358
ENST00000391064	107
ENST00000445976	499
ENST00000418078	1382
ENST00000623251	301
ENST00000430398	1491
ENST00000516016	252
ENST00000440762	3871
ENST00000635317	494
ENST00000444827	363
ENST00000415686	358
ENST00000411903	441
ENST00000452553	480
ENST00000424953	557
ENST00000436262	320
ENST00000516196	109
ENST00000395089	2673
ENST00000417067	1085
ENST00000354431	2849
ENST00000415760	4524
ENST00000468759	795
ENST00000370909	793
ENST00000444984	372
ENST00000495179	289
ENST00000370911	1591
ENST00000463724	3614
ENST00000370898	3254
ENST00000557284	2855
ENST00000467578	601
ENST00000524915	1167
ENST00000370894	1380
